,SDSS9,JINGLEID,IDNUM,SDSSID,OBJID,SPECOBJID,PLATE,MJD,FIBERID,RA,DEC,Z,Z_ERR,DL,AGNCLASS,N2HA,O3HB,Z_PP04_N2,Z_PP04_O3N2,Z_MZR,LOGMSTAR,LOGMSTAR_MAGPHYS,LOGMSTAR_MAGPHYS_ERR,LOGMSTAR_GRASIL,LOGMSTAR_WISE,LOGMSTAR_WISE_ERR,LOGMSTAR_CHANG,LOGMSTAR_CHANG_ERR,LOGMSTAR_MPAJHU,LOGMSTAR_MPAJHU_ERR,LOGMSTAR_BC03,LOGMSTAR_BC03_ERR,LOGMUST,CINDEX,AXISRATIO,INCL,PETRORAD_KPC,PETROR50_KPC,RE_R,LOGSFR_MPAJHU,LOGSFR_MPAJHU_ERR,LOGSFR_CHANG,LOGSFR_CHANG_ERR,LOGSFR_IRNUV,LOGSFR_IRNUV_ERR,LOGSFR_IRFUV,LOGSFR_IRFUV_ERR,LOGSFR_MAGPHYS,LOGSFR_MAGPHYS_ERR,LOGSFR_GRASIL,LOGSFR_NUVCE01,LOGSFR_NUVCE01_ERR,LOGSFR_NUVJRM,LOGSFR_NUVJRM_ERR,LOGSFR_FUVCE01,LOGSFR_FUVCE01_ERR,LOGSFR_FUVJRM,LOGSFR_FUVJRM_ERR,AIRX,FUVK,LOGL12UM,LOGMHALO_TEMPEL14,GROUPRANK_TEMPEL14,GROUPCLASS,MORPH_ZOO,MORPH_JINGLE,MORPH_TEMPEL14,DETFLAG_850,F850,F850ERR,SN850,F850_CORR,F850ERR_CORR,LOGL850,LOGL850ERR,F850_BEAM,LOGL850_BEAM,LOGL850ERR_BEAM,SN850_BEAM,LOGLIR_GRASIL,LOGLIR_MAGPHYS,LOGMDUST_GRASIL,LOGMDUST_MAGPHYS,FLAG_RXA,CO_APCOR,RMS_CO21,ICO21,FLAG_CO,LOGLCO21,LOGLCO21_ERR,SNCO21,ALPHACO_A17,ALPHACO_MW,LOGMH2,LOGMH2_ERR,LOGMH2_PRED,FIRST_FLUX,FIRST_FLUX_ERR,HIREFERENCE,HIFLAG,LOGMHI,LOGMHIMS,BDec,BDecerr,HA SNR,HB SNR,logMDust,logMDust uperr,logMDust lowerr,MPA LBdec,MPA LBdec err
13,J114253.92+000942.7,JINGLE13 ,13,5976-301-5-0186-0013,1237671142017859597,318746804491413504,283,51959,426,175.724698,0.161868,0.01847,1e-05,80.227295,1,-0.68524283,0.052112028,8.467636,8.494046,8.387001,9.077406,8.972,0.01,9.236292,9.608711,0.06179799,9.19,0.10500002,9.185838,0.073218346,9.21052,0.09908665,8.001473,2.247916,0.7624744,40.734585,3.0210495,1.3477439,3.7758334,-0.2877699,0.2422359,-0.513,0.082499996,-0.28830743,0.009941807,-0.3859466,0.014758128,0.157,0.29000002,0.07051398,-0.3187588,0.07238241,-0.35654733,0.049351644,-0.43179828,0.09390151,-0.5086383,0.084056996,0.24692151,1.4523828,8.4421625,11.658692,2,3,1,1,1,1,0.0011,0.0018,4.3,0.0005,0.0018,5.5481253,1.56346,0.0018,6.1044273,0.6031868,0.71999997,9.955611,9.464191,6.3468876,6.3624825,0,0.9456851,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.76,0.0,0.0,1,1,9.223125,0.14571953,0.48171570897102356,0.019400564953684807,43.51509094238281,30.23534393310547,7.09046,0.05934299999999999,0.06006,0.5077237516867857,0.01683289775968281
14,J131721.28+310334.1,JINGLE14 ,14,4599-301-2-0183-0055,1237665226237083703,2368947069814597632,2104,53852,195,199.338706,31.059485,0.01857,1e-05,80.66773,1,-0.65590763,-0.12120044,8.49028,8.558893,8.515413,9.435528,9.377,0.037499905,9.384112,9.901871,0.05101247,9.49,0.09500027,9.509767,0.080071926,9.493814,0.10382107,8.030518,2.380526,0.61342746,52.798134,3.9311023,1.822626,5.7995253,-0.15613991,0.20552702,-0.213,0.10250001,-0.21739292,0.008438325,-0.285097,0.011600128,-0.278,0.03999999,0.25771582,-0.21467015,0.028478324,-0.15490197,0.049633652,-0.28399667,0.033407267,-0.20065945,0.06204207,0.48311266,2.9132297,8.754438,13.268846,6,3,1,1,1,1,0.0118,0.0025,4.7,0.0105,0.0025,6.8750997,0.10340345,0.0149,7.0270967,0.0728682,5.96,10.00797,9.652633,6.17725,6.6972294,2,0.8989444,0.00105,0.176,2,7.4690366,0.0,2.1000006,7.368546,4.35,8.204435,0.0,9.01,0.0,0.0,0,0,0.0,0.0,0.5741640329360962,0.019069377332925797,59.65199279785156,34.878231048583984,7.3425970000000005,0.041878,0.042611,0.5569988405309634,0.013236912893841477
17,J130305.93+263152.0,JINGLE145,145,5115-301-2-0156-0025,1237667442438438937,2523143410446002176,2241,54169,6,195.774732,26.531131,0.01913,1e-05,83.13545,1,-0.3683926,-0.31636778,8.777163,8.713351,8.630829,9.932218,9.777,0.042499542,9.8335905,10.028817,0.049350414,9.93,0.08500004,9.937902,0.0909791,10.118009,0.17895289,8.796208,2.860684,0.61476797,52.698555,3.1575224,1.3131932,3.2602563,-0.3640499,0.25206742,-0.573,0.165,-0.41715357,0.010792869,-0.52313524,0.013334648,-0.568,0.025000006,-0.30614406,-0.45593196,0.07445048,-0.45593196,0.03722524,-0.537602,0.08985403,-0.55284196,0.04653155,0.4087407,3.6548624,8.614435,0.0,1,1,1,1,1,1,0.0133,0.0031,4.2,0.0123,0.0031,6.9699883,0.10945634,0.0082,6.793897,0.105925485,4.1,9.723667,9.407391,6.4611464,6.7030334,2,0.96367484,0.00197,0.372,2,7.901671,0.0,1.740001,3.8139358,4.35,8.63707,0.0,8.71,0.0,0.0,1,1,9.508331,-0.4238863,0.41024577617645264,0.02112436294555664,43.531185150146484,21.699644088745117,7.165642999999999,0.06674400000000001,0.064041,0.5427192700110374,0.021047327179947645
18,J130802.57+271840.0,JINGLE17 ,17,5115-301-4-0163-0099,1237667443512639587,2524420492933228544,2242,54153,556,197.010721,27.311127,0.01959,1e-05,85.16403,1,-0.572177,-0.15826824,8.561045,8.5975485,8.447792,9.066613,9.162,0.1699996,9.233338,-99.0,-99.0,9.06,0.07999992,9.150146,0.07876873,9.227198,0.118980885,8.145946,2.780464,0.38009003,68.88605,3.1466491,1.4323434,4.7419887,-0.2966099,0.18210298,-0.383,0.087500006,-0.52262765,0.014661603,-0.65940934,0.02005596,-0.403,0.11750001,0.106529236,-0.3467875,0.06755692,-0.35654733,0.029610986,-0.4089354,0.08908605,-0.4202164,0.034286406,-99.0,2.7222147,8.74164,0.0,1,1,1,1,1,1,0.0101,0.0033,3.7,0.0096,0.0033,6.8832946,0.14928871,0.0075,6.7760844,0.13318363,3.2608697,9.832404,9.586362,6.026388,6.8318057,0,0.9403584,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.87,0.0,0.0,1,1,9.365452,0.29883862,0.522664487361908,0.01709023304283619,61.76092529296875,35.20135498046875,7.257166000000001,0.06146,0.058648,0.578555062680986,0.01532163067945888
19,J120803.96+004151.2,JINGLE18 ,18,756-301-5-0442-0286 ,1237648722305351966,322157765109770240,286,51999,547,182.016508,0.697576,0.01967,1e-05,85.51697,1,-0.6588883,-0.036648113,8.48793,8.530883,8.364674,9.097931,8.902,0.01,9.312767,-99.0,-99.0,9.11,0.07499981,9.151777,0.07297611,9.346985,0.14538246,7.5449266,2.121201,0.617511,52.494427,3.8465037,1.9008902,5.831315,-0.3185699,0.25625572,-0.378,0.099999994,-0.47673497,0.012998605,-0.6196654,0.019841569,-0.433,0.01,-0.066839285,-0.44369748,0.072382405,-0.35654733,0.009870329,-0.55284196,0.0930631,-0.43179828,0.011737688,-99.0,2.9365861,8.526568,0.0,1,1,1,1,1,1,0.011,0.0036,3.8,0.0104,0.0036,6.9216485,0.1503327,0.0077,6.791106,0.095883206,4.5294113,9.89536,9.504471,6.4686556,6.9456654,0,0.8976649,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.87,0.0,0.0,1,1,9.252418,0.15448666,0.4420646131038666,0.03584334999322891,26.59022331237793,13.921294212341309,7.352477,0.08025399999999999,0.084189,0.5045734663963946,0.017872227436102322
21,J131258.27+311531.0,JINGLE21 ,21,4599-301-2-0176-0203,1237665226236625099,2368976481750640640,2104,53852,302,198.242817,31.258617,0.02037,1e-05,88.606926,1,-0.67849153,-0.11280499,8.4727545,8.54898,8.571051,9.725142,9.562,0.13500023,9.654106,10.039336,0.06453635,9.58,0.03000021,9.61416,0.06967735,9.86439,0.14787836,7.196143,2.0218651,0.81471187,35.7909,10.808838,5.609235,13.145921,-1.36567,0.28446686,-1.273,0.3,-0.066490754,0.01232427,-0.12108329,0.016777106,-0.103,0.060000002,0.27460477,-0.119186416,0.17143203,-0.07572073,0.02068069,-0.20065945,0.23438114,-0.13667713,0.023796955,0.17970659,2.9913008,8.641198,0.0,1,1,1,1,1,1,0.017,0.0058,3.5,0.0168,0.0058,7.160755,0.149935,0.0056999996,6.691321,0.15238403,2.85,10.236804,9.701654,6.8102417,7.304921,0,0.6281053,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13,0.0,0.0,2,3,9.770311,0.04516983,0.5267831087112427,0.026546375826001167,254.1092987060547,19.904666900634766,7.784099,0.09253,0.11387,0.5349261879578825,0.01874868422074623
23,J120018.00+001741.9,JINGLE23 ,23,756-301-4-0429-0213 ,1237648721767629013,321023342830184448,285,51930,516,180.075007,0.294986,0.02066,1e-05,89.888,1,-0.45880446,-1.0468727,8.672954,8.918181,8.745926,10.11014,10.33,0.07000017,10.254766,10.407013,0.0487702,10.1,0.089999676,10.0684805,0.09606171,9.719193,0.11004926,8.5526285,2.556333,0.44875306,64.33004,7.5920157,3.214154,9.573702,-0.5657999,0.29385895,-0.093,0.1525,-0.015192998,0.0041926675,-0.066284135,0.0035839658,-0.163,0.022499997,-0.10893088,0.07554698,0.043794397,0.017033324,0.016703634,0.09342169,0.04553087,0.033423774,0.016084978,1.5655228,5.014546,9.278899,9.278753,1,2,1,1,1,1,0.0258,0.0064,6.3,0.0237,0.0064,7.3226624,0.11727782,0.0123000005,7.0378194,0.091802076,4.7307696,10.038111,10.198657,7.4576044,7.306854,2,0.80671656,0.0031414,1.850568,1,8.429041,0.07924632,6.0975823,2.7658472,4.35,9.16444,0.07924632,9.11,0.0,0.0,1,2,9.2900305,-0.82010937,0.4485654830932617,0.022237641736865044,44.99599075317383,22.566022872924805,7.8891,0.041981,0.046049,0.6565899040408767,0.02082379144553523
24,J121520.15-002352.9,JINGLE24 ,24,752-301-3-0269-0157 ,1237648704040403101,324345518387914752,288,52000,314,183.833969,-0.39805,0.02079,1e-05,90.46244,1,-0.5960557,-0.09335736,8.539896,8.569136,8.428619,9.316198,9.102,0.11749983,9.343969,9.679146,0.05713039,9.35,0.09000015,9.415591,0.08750248,9.409282,0.16885787,7.761149,2.6915565,0.15822594,84.780655,4.5781894,2.163378,7.9884233,-0.5171899,0.19502778,-0.788,0.13,-0.6115482,0.0076745483,-0.6746872,0.0057805306,-0.553,0.062499985,-0.5399915,-0.48148605,0.14476481,-0.5850267,0.050110903,-0.4685211,0.1532804,-0.5850267,0.050110903,1.0844967,4.0021796,8.590355,10.369746,1,2,1,1,1,1,0.0104,0.0042,3.3,0.01,0.0042,6.9534473,0.18240368,0.0052,6.6694508,0.1503327,2.8888888,9.566408,9.46449,6.8913293,6.800098,0,0.8736535,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53,0.0,0.0,0,0,0.0,0.0,0.5606076121330261,0.0323282890021801,42.916099548339844,18.9576358795166,7.357360000000001,0.083017,0.081747,0.6494435645428842,0.018231737572065653
25,J130636.39+275222.6,JINGLE25 ,25,5087-301-6-0284-0188,1237667324335227068,2524411147084392448,2242,54153,522,196.651636,27.872951,0.02094,1e-05,91.1254,1,-0.4382895,-0.41623938,8.695374,8.722943,8.710224,10.00582,10.12,0.01999998,9.970372,10.3516035,0.04884717,10.07,0.09000015,10.021232,0.09327316,10.086799,0.2119818,8.514831,2.9283247,0.44151673,64.81416,6.135567,2.636712,7.388771,0.29472008,0.10857894,0.312,0.145,0.15747245,0.00206393,0.13676904,0.0015237683,0.052,0.024999999,0.042589236,0.18469143,0.053931993,0.28103337,0.013642759,0.22010808,0.05494087,0.32221928,0.014476483,2.4966662,5.4421754,9.474867,12.438203,1,2,1,1,1,1,0.0416,0.0077,7.8,0.0374,0.0077,7.5326614,0.08941357,0.0147,7.127107,0.053178914,8.166667,10.20708,10.393926,7.5774956,7.057286,2,0.8692414,0.00295,1.997,1,8.47387,0.088431545,5.340529,3.884004,4.35,9.2092705,0.088431545,9.44,6.2117047,0.14083421,1,1,9.333971,-0.67184925,0.6471039056777954,0.023392006754875183,70.9637680053711,30.039958953857422,7.858458000000001,0.041291,0.038988,0.794358212346605,0.0243015175368966
26,J130916.08+292203.5,JINGLE26 ,26,4646-301-3-0033-0005,1237665428627587077,2262068493153232896,2009,53904,493,197.317016,29.367651,0.02094,1e-05,91.1254,1,-0.5024899,-0.31484538,8.627489,8.669953,8.584066,9.657188,9.607,0.01,9.66307,10.205799,0.052176204,9.67,0.08500004,9.754157,0.08780098,9.573569,0.12540138,8.211335,2.556048,0.8879828,27.6334,4.2404895,1.9472826,4.450373,0.096750095,0.14908113,0.197,0.08499999,0.10639047,0.0051390682,0.03180161,0.006046106,0.072,0.01,0.53684765,0.20682588,0.09171436,0.17318627,0.046635646,0.20951502,0.10187154,0.17026173,0.052819602,0.96977854,3.4253078,9.252363,0.0,1,1,1,1,1,1,0.0235,0.0054,7.7,0.023,0.0054,7.3215175,0.101964794,0.0179,7.2126427,0.063081875,6.8846154,10.306395,10.227372,6.4564147,7.0374265,2,0.9183456,0.00186152,0.8606725,1,8.10833,0.083848014,5.691109,4.9968877,4.35,8.843729,0.083848014,9.35,4.695827,0.09583967,1,1,9.322072,-0.3351164,0.544111430644989,0.021372508257627487,48.03874588012695,30.020915985107422,7.554005999999999,0.043172,0.044711,0.5932533074733581,0.013482617498818501
28,J131047.64+294235.6,JINGLE28 ,28,4646-301-4-0035-0167,1237665429164589223,2262072891199744000,2009,53904,509,197.698525,29.709901,0.0212,1e-05,92.274864,1,-0.5032674,-0.8853571,8.626707,8.852268,8.663574,10.288448,9.907,0.12650013,9.873447,10.3849125,0.04961015,10.27,0.10500002,10.207721,0.092206,10.366472,0.15965888,7.9842215,2.1759703,0.73019034,43.558228,8.608819,4.259006,10.817896,-0.0703099,0.22734816,-0.403,0.385,0.07037909,0.006424104,-0.003938693,0.008218544,0.022,0.0275,0.43472028,0.11394334,0.03340727,0.053078443,0.015373256,0.10037054,0.037914596,0.025305841,0.016388472,0.738319,3.4017277,9.193378,0.0,1,1,1,1,1,1,0.0416,0.0074,6.5,0.0403,0.0074,7.5759826,0.07974638,0.0122,7.0570374,0.0747556,5.809524,10.352501,10.167317,6.9148684,7.2880254,2,0.71998966,0.00275,1.334,1,8.309425,0.107690424,4.2606335,2.9617302,4.35,9.044825,0.107690424,8.85,0.0,0.0,1,1,9.5592165,-0.72923183,0.5512158274650574,0.026823440566658974,46.15110778808594,22.95050621032715,7.912884,0.043325,0.044976999999999996,0.6620926826556839,0.02313379485487436
29,J115846.24-012757.0,JINGLE29 ,29,1231-301-6-0070-0012,1237650762927308812,372774888596858880,331,52368,371,179.692678,-1.465839,0.02137,1e-05,93.026695,1,-0.5230844,-0.8695916,8.607097,8.840882,8.630829,9.441351,9.777,0.01,9.686645,9.984109,0.048924815,9.67,0.09000015,9.657648,0.08616543,9.716449,0.17251402,8.6692915,2.583975,0.56647927,56.21488,3.0857663,1.4741304,3.6412654,-0.28800988,0.13260867,-0.238,0.1275,-0.37460604,0.0030914524,-0.3768564,0.004252455,-0.328,0.01,-0.302659,-0.28399667,0.033407267,-0.26760623,0.016084978,-0.24412514,0.038096007,-0.23657201,0.022463508,1.6840025,3.7796526,8.918068,13.696481,10,3,1,1,1,1,0.025,0.0088,4.1,0.0237,0.0088,7.352474,0.16125701,0.0076,6.8585396,0.108573616,4.0,9.590473,9.825426,6.862387,6.549126,0,0.9572714,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.99,0.0,0.0,0,0,0.0,0.0,0.5489736199378967,0.031245306134223938,40.31370544433594,19.521331787109375,7.412792,0.050726,0.049654000000000004,0.6807067006418349,0.021021803823941546
30,J130558.70+252756.4,JINGLE30 ,30,5224-301-6-0277-0120,1237667912745287800,2997300933613873152,2662,54505,565,196.494603,25.465687,0.02177,1e-05,94.79642,1,-0.2789672,-0.6491003,8.894806,8.848442,8.626869,9.94669,9.762,0.14249992,9.712793,10.0460205,0.04880638,9.95,0.08500004,9.947106,0.090238094,9.972679,0.18531878,8.569021,2.7358544,0.7759923,39.50464,3.5628424,1.716784,3.7233875,-0.0635199,0.13505898,-0.188,0.1125,-0.25597823,0.0050943135,-0.29518667,0.0064776116,-0.263,0.09499999,-0.0765084,-0.29242983,0.051093467,-0.14266749,0.030159337,-0.29242983,0.059609044,-0.13076827,0.035213064,1.1893003,4.0467005,8.966459,11.716003,1,2,1,1,2,1,0.0168,0.0042,5.7,0.0164,0.0042,7.2089386,0.11122175,0.0098,6.9853206,0.062042065,7.0000005,9.930254,10.0224285,6.679282,6.6461096,2,0.9463982,0.00128,0.671,1,8.034166,0.10237165,4.5100145,2.884698,4.35,8.769566,0.10237165,9.03,0.0,0.0,1,1,9.367028,-0.57966137,0.5569427609443665,0.022209104150533676,59.383262634277344,27.665054321289062,7.486271,0.063812,0.06373,0.6531349642548139,0.02116284403878219
31,J131502.15+280210.9,JINGLE31 ,31,5115-301-6-0172-0076,1237667444586971212,2525516700003100672,2243,53794,448,198.758959,28.036362,0.02179,1e-05,94.88492,1,-0.5107924,-0.6181635,8.61919,8.7643585,8.568136,9.650801,9.552,0.06500006,9.547546,9.996522,0.049364325,9.71,0.099999905,9.731065,0.10666466,9.742434,0.13413727,8.371709,2.5048103,0.9112899,24.537556,3.2034051,1.5533926,3.1300883,-0.2078799,0.18994056,-0.258,0.12499999,-0.16354667,0.007418459,-0.2787087,0.0077906395,-0.198,0.0775,0.10895988,-0.119186416,0.034286406,-0.23657201,0.029951345,-0.14266749,0.042223074,-0.28399667,0.04175909,0.7709312,3.646438,8.9373045,0.0,1,1,1,1,1,1,0.0064,0.0042,2.0,0.0061,0.0042,6.780235,0.2990224,0.0038,6.574689,0.27429125,1.5833333,10.026521,9.784261,6.5889297,6.8601584,2,0.9557358,0.000956681,0.4457831,1,7.8573694,0.0764201,6.380535,3.3966591,4.35,8.592769,0.0764201,8.97,0.0,0.0,1,1,9.225576,-0.4252243,0.5092715620994568,0.024092048406600952,37.80615234375,25.49643325805664,7.455992999999999,0.050501,0.050778,0.5816604560014732,0.01626819788051753
34,J125809.99+242056.1,JINGLE32 ,32,5224-301-3-0265-0123,1237667911133888635,2996020002567514112,2661,54505,1,194.541638,24.348926,0.02261,1e-05,98.5162,1,-0.7046448,0.16521335,8.453232,8.451645,8.550383,9.507686,9.492,0.01,9.5101795,10.047628,0.048935562,9.54,0.07999992,9.607987,0.09993315,9.455511,0.16727719,8.731657,3.0906181,0.5387929,58.173443,2.210648,0.9426555,2.120265,0.052270096,0.20981379,0.042,0.0775,-0.054886077,0.006834435,-0.11932293,0.009716832,-0.168,0.032499995,0.38385493,-0.13667713,0.029746195,-0.036212165,0.056647103,-0.16115092,0.037764736,-0.050610002,0.06831599,0.6440928,2.7859786,8.990151,11.402875,1,2,1,1,1,1,0.0208,0.0062,3.6,0.0204,0.0062,7.3371563,0.13199146,0.0106999995,7.0569096,0.1664119,2.609756,10.109717,9.902873,6.3035164,6.88846,2,0.9847928,0.00107,0.266,2,7.7587047,0.0,2.420008,11.040157,4.35,8.494104,0.0,9.22,0.0,0.0,1,1,9.358197,-0.14948845,0.5588011145591736,0.017677925527095795,71.69916534423828,35.217411041259766,7.467816,0.058803999999999995,0.057004,0.5550334995300162,0.015294551306405429
35,J130945.77+283716.3,JINGLE33 ,33,4649-301-2-0099-0215,1237665440979943639,2261966513449756672,2009,53904,122,197.440708,28.621208,0.02262,1e-05,98.56051,1,-0.3447292,-0.5063375,8.806827,8.781714,8.51078,9.7130575,9.362,0.06,9.789794,9.829162,0.049633294,9.8,0.09500027,9.714212,0.104708195,9.812722,0.19484629,8.193945,2.3740258,0.6104325,53.020164,3.3271334,1.5549579,3.844612,-0.4824599,0.2418868,-0.373,0.1,-0.67145246,0.0037093614,-0.71299464,0.0027190521,-0.738,0.04,0.6184385,0.32014626,0.049871136,0.10720996,0.013571703,0.36921585,0.050110903,0.15228833,0.0122336475,2.405875,7.684827,8.692082,13.258706,3,3,1,1,1,1,0.003,0.0021,1.4,0.0028,0.0021,6.475075,0.32572085,0.009699999,7.0146885,0.09402251,4.6190476,10.326094,10.299943,6.451624,6.88007,2,0.9510241,0.002,0.551,1,7.9820566,0.13160968,3.421234,3.0029638,4.35,8.717457,0.13160968,8.88,1.3377273,0.10068251,0,0,0.0,0.0,0.5247941613197327,0.0516614094376564,34.43939971923828,10.631340980529785,7.5167839999999995,0.036407,0.033935,0.7369061441064982,0.0373984821086446
36,J132703.18+305836.6,JINGLE34 ,34,4623-301-3-0266-0124,1237665329858609276,2375711533767354368,2110,53467,228,201.763274,30.976845,0.02266,1e-05,98.73778,1,-0.52045244,-0.5591755,8.609667,8.742391,8.573963,9.860236,9.572,0.059999943,9.690231,10.23234,0.049101956,9.88,0.099999905,9.997802,0.10458326,10.042306,0.14328119,7.934985,2.5519402,0.49679437,61.080032,6.209418,2.6512969,6.403985,0.1665801,0.2034029,0.097,0.105,0.06421193,0.007847264,0.029098082,0.009219166,0.097,0.0225,0.5638129,0.033423774,0.044233695,0.008600163,0.017031156,0.033423774,0.048254937,0.00432137,0.021499727,0.77945375,3.2065406,9.169196,0.0,1,1,1,1,1,1,0.0401,0.0065,8.0,0.0396,0.0065,7.6271725,0.07128571,0.0,0.0,0.0,0.0,10.288453,10.039414,6.4835563,7.3157606,2,0.89164066,0.00206848,0.9306247,1,8.211224,0.100314185,4.6149807,3.8376381,4.35,8.946623,0.100314185,9.26,0.0,0.0,0,0,0.0,0.0,0.574785590171814,0.025130655616521835,45.441856384277344,26.469064712524414,7.8089759999999995,0.044985000000000004,0.045413,0.6436054520192499,0.020852199923034456
37,J131958.31+281449.3,JINGLE35 ,35,4646-301-1-0049-0144,1237665427554893968,2254084931959416832,2002,53471,121,199.992987,28.247041,0.0227,1e-05,98.91502,1,-0.36551926,-0.69703513,8.78071,8.836084,8.723358,10.133588,10.19,0.07999992,10.259337,10.402085,0.04849378,10.17,0.09000015,10.160262,0.092190266,10.308812,0.18942769,8.873921,2.5611966,0.62970984,51.580227,4.20512,1.8887877,4.625194,-0.030199904,0.18458635,0.082,0.11749999,0.0545179,0.0042448062,0.008254122,0.0040708967,-0.053,0.022499999,-0.1043607,0.18184358,0.04285801,0.11394334,0.06347381,0.20682588,0.048554663,0.13672057,0.066570684,1.4573604,4.6865773,9.322299,11.477121,1,2,1,1,0,1,0.0429,0.0071,6.8,0.0422,0.0071,7.6563478,0.07306851,0.0197,7.3255014,0.07715891,5.6285715,10.025182,10.154728,7.462164,7.040602,2,0.9306118,0.0028,1.695,1,8.47316,0.09291031,5.039993,2.848083,4.35,9.208559,0.09291031,9.25,1.7485715,0.13948736,0,0,0.0,0.0,0.48992133140563965,0.026764661073684692,44.73166275024414,20.06138038635254,7.710153999999999,0.038869,0.039051,0.6170085272590042,0.023039740314136144
38,J130851.54+283745.4,JINGLE36 ,36,4649-301-2-0097-0127,1237665440979812479,2261990152949753856,2009,53904,208,197.214773,28.629285,0.02273,1e-05,99.04797,1,-0.551561,-0.22648603,8.579953,8.625976,8.554844,9.462542,9.507,0.0625,9.429389,9.890506,0.050548047,9.51,0.09499979,9.56698,0.08932781,9.563553,0.14705689,8.170837,2.5597339,0.31790462,72.98679,4.516972,2.04342,5.9200606,-0.26507992,0.2238018,-0.468,0.11500001,-0.3968491,0.006567811,-0.47435534,0.007659218,-0.338,0.022499993,-0.009214148,-0.3467875,0.06755692,-0.39794,0.032572087,-0.3467875,0.0772079,-0.39794,0.032572087,0.80489665,4.0440702,8.739617,13.258706,2,3,1,1,1,1,0.0043,0.002,2.1,0.0037,0.002,6.600404,0.23475379,0.0,0.0,0.0,0.0,9.881167,9.823474,6.4709935,6.778079,0,0.9159401,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0,0,0.0,0.0,0.49805915355682373,0.033193547278642654,32.14589309692383,16.96635627746582,7.394597999999999,0.044732999999999995,0.044374000000000004,0.5877791282770081,0.019918097637023336
47,J133457.27+340238.7,JINGLE43 ,43,4576-301-5-0551-0036,1237665129087565860,2243930946959075328,1993,53762,45,203.738642,34.044084,0.02365,1e-05,103.128,1,-0.31340382,-0.76987815,8.847699,8.876071,8.772991,10.684951,10.59,0.01,10.452973,10.983996,0.048401,10.57,0.07499981,10.574775,0.08756065,10.780109,0.17954448,8.487234,2.242155,0.7790313,39.223804,12.057744,5.4588933,11.492557,0.6763001,0.14865997,0.992,0.13749999,0.9713355,0.004329769,0.918511,0.0055579175,1.492,0.01,1.0766661,0.95279247,0.023724,0.83569056,0.05262254,0.9614211,0.025630496,0.83058864,0.05965936,1.0931135,3.2433329,10.133732,14.052529,4,3,1,1,1,1,0.0847,0.0115,17.4,0.0713,0.0117,7.9203534,0.07126571,0.0342,7.60129,0.029206937,14.869566,11.043476,11.025306,7.680334,7.8446016,2,0.68808013,0.00772,6.535,1,9.09506,0.06260151,8.3397455,3.4118495,4.35,9.83046,0.06260151,10.0,18.841843,0.14299823,0,0,0.0,0.0,0.5909607410430908,0.02422459051012993,59.43449401855469,26.752460479736328,8.601474000000001,0.026080000000000002,0.026111000000000002,0.7332767953275634,0.023051990856911956
48,J130143.37+290240.7,JINGLE44 ,44,4646-301-2-0022-0251,1237665428089995515,2264207586230298624,2011,53499,83,195.430723,29.044658,0.02373,1e-05,103.48304,1,-0.33012497,-0.33672467,8.825651,8.732111,8.775261,10.909666,10.63,0.11000013,10.665854,10.8372345,0.048970547,10.9,0.08499956,10.86668,0.08707619,11.0442705,0.19185816,8.614678,2.9146683,0.36203206,70.07571,11.137974,4.7268295,11.458855,-0.4792999,0.6025382,-0.028,0.31,0.1639287,0.0063112993,0.096058264,0.0062947143,0.107,0.052500002,0.30215955,0.24797326,0.0539801,0.23299612,0.017778136,0.25767857,0.05998543,0.24551266,0.019740658,0.96512866,5.1365604,9.45087,15.114897,38,3,1,1,1,1,0.0212,0.0094,8.9,0.0206,0.0094,7.384116,0.1981732,0.0,0.0,0.0,0.0,10.417408,10.317855,7.868697,7.622214,1,0.7678967,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.16,0.0,0.0,1,1,10.085115,-0.8245506,0.5713515281677246,0.05517391115427017,35.16639709472656,10.835925102233887,8.368466999999999,0.045661,0.047785,0.7550988541465851,0.042957392634299756
